review_id,product_id,rating,comment,created_at,sentiment_label,sentiment_score,detected_aspects,overall_rule_sentiment,renk_pigment_sentiment,koku_tat_sentiment,nemlendirme_sentiment,yapı_doku_sentiment,paketleme_sentiment,eksik_yanlış_ürün_sentiment,fiyat_performans_sentiment,kargo_teslimat_sentiment,aspect_sentiment,cleaned_comment,cluster,cluster_id,cluster_keywords,representative_comments,cluster_aspect,cluster_sentiment
595124613,870669244,5,"Doğal bir parlaklık veriyor, çantamdan eksik etmiyorum. İki rengini de aldım",1765475894551,positive,0.985005795955658,"['renk_pigment', 'yapı_doku', 'eksik_yanlış_ürün']",negative,negative,,,negative,,negative,,,renk_pigment:negative; yapı_doku:negative; eksik_yanlış_ürün:negative,"Doğal bir parlaklık veriyor, çantamdan eksik etmiyorum. İki rengini de aldım",1,renk_pigment_negative_1,"sevmedim pigment, renklerini de, nedense renkli, diğer renklerini, renkli","Pembe rengi gibi değil daha yağ formda tadını pek beğenmedim ama işlevini yerine getiriyor çok fazla renk vermiyor | Çok renkli çok parlak, pek sevmedim | Ürün gelmedi iki renk sipariş vermiştim diğer renk gelmedi..",renk_pigment,negative
463602317,870669244,5,Melike Tufan’ın önerisiyle aldım ve bayıldımmm rengi kokusu çok hoşuma gitti gloss gibi ama asla ağırlık yapmadı ve görüntüsü çok doğal ruj sürmeye bile gerek yok artık diğer renklerini de almayı düşünüyorum sadece boyutu küçük geldi biraz,1736772808544,positive,0.9919106364250184,"['renk_pigment', 'koku_tat', 'yapı_doku']",negative,negative,negative,,negative,,,,,renk_pigment:negative; koku_tat:negative; yapı_doku:negative,Melike Tufan’ın önerisiyle aldım ve bayıldımmm rengi kokusu çok hoşuma gitti gloss gibi ama asla ağırlık yapmadı ve görüntüsü çok doğal ruj sürmeye bile gerek yok artık diğer renklerini de almayı düşünüyorum sadece boyutu küçük geldi biraz,1,renk_pigment_negative_1,"sevmedim pigment, renklerini de, nedense renkli, diğer renklerini, renkli","Pembe rengi gibi değil daha yağ formda tadını pek beğenmedim ama işlevini yerine getiriyor çok fazla renk vermiyor | Çok renkli çok parlak, pek sevmedim | Ürün gelmedi iki renk sipariş vermiştim diğer renk gelmedi..",renk_pigment,negative
543784617,870669244,4,Pembe rengi gibi değil daha yağ formda tadını pek beğenmedim ama işlevini yerine getiriyor çok fazla renk vermiyor,1747489783476,negative,0.9987393021583556,"['renk_pigment', 'koku_tat']",negative,negative,negative,,,,,,,renk_pigment:negative; koku_tat:negative,Pembe rengi gibi değil daha yağ formda tadını pek beğenmedim ama işlevini yerine getiriyor çok fazla renk vermiyor,1,renk_pigment_negative_1,"sevmedim pigment, renklerini de, nedense renkli, diğer renklerini, renkli","Pembe rengi gibi değil daha yağ formda tadını pek beğenmedim ama işlevini yerine getiriyor çok fazla renk vermiyor | Çok renkli çok parlak, pek sevmedim | Ürün gelmedi iki renk sipariş vermiştim diğer renk gelmedi..",renk_pigment,negative
563662705,870669244,1,Ürün gelmedi iki renk sipariş vermiştim diğer renk gelmedi..,1755336951513,negative,0.9988239407539368,"['renk_pigment', 'eksik_yanlış_ürün']",negative,negative,,,,,negative,,,renk_pigment:negative; eksik_yanlış_ürün:negative,Ürün gelmedi iki renk sipariş vermiştim diğer renk gelmedi..,1,renk_pigment_negative_1,"sevmedim pigment, renklerini de, nedense renkli, diğer renklerini, renkli","Pembe rengi gibi değil daha yağ formda tadını pek beğenmedim ama işlevini yerine getiriyor çok fazla renk vermiyor | Çok renkli çok parlak, pek sevmedim | Ürün gelmedi iki renk sipariş vermiştim diğer renk gelmedi..",renk_pigment,negative
569343223,870669244,3,rengi falan guzel zaten aynisinin kahvesiginide almistim ama sanki bu urun kullanilmis yarisi bos geldi,1757670055388,negative,0.9990550875663756,"['renk_pigment', 'eksik_yanlış_ürün']",negative,negative,,,,,negative,,,renk_pigment:negative; eksik_yanlış_ürün:negative,rengi falan guzel zaten aynisinin kahvesiginide almistim ama sanki bu urun kullanilmis yarisi bos geldi,0,renk_pigment_negative_0,"kahvesini söylemiştim, aynisinin kahvesiginide, kahvesiginide almistim, yerine kahvesini, kahvesiginide",Aslında pembe yerine kahvesini söylemiştim ama yanlıs gönderilmiş. ama iadeyle ugrasmak istemediğim için önemsemedim | rengi falan guzel zaten aynisinin kahvesiginide almistim ama sanki bu urun kullanilmis yarisi bos geldi,renk_pigment,negative
618290941,870669244,4,alıcak arkadaslar soldaki dudagın kendi rengi hafif soguk mora kaciyo sagdaki dudak pembemsi durusları bu sekilde,1772820283569,negative,0.8953870534896851,"['renk_pigment', 'nemlendirme']",negative,negative,,negative,,,,,,renk_pigment:negative; nemlendirme:negative,alıcak arkadaslar soldaki dudagın kendi rengi hafif soguk mora kaciyo sagdaki dudak pembemsi durusları bu sekilde,1,renk_pigment_negative_1,"sevmedim pigment, renklerini de, nedense renkli, diğer renklerini, renkli","Pembe rengi gibi değil daha yağ formda tadını pek beğenmedim ama işlevini yerine getiriyor çok fazla renk vermiyor | Çok renkli çok parlak, pek sevmedim | Ürün gelmedi iki renk sipariş vermiştim diğer renk gelmedi..",renk_pigment,negative
543057971,870669244,3,yanlış ürün gönderildi ama pembesi wow renk vermedi belki bu veriyordur,1747233024858,negative,0.989738404750824,"['renk_pigment', 'eksik_yanlış_ürün']",negative,negative,,,,,negative,,,renk_pigment:negative; eksik_yanlış_ürün:negative,yanlış ürün gönderildi ama pembesi wow renk vermedi belki bu veriyordur,1,renk_pigment_negative_1,"sevmedim pigment, renklerini de, nedense renkli, diğer renklerini, renkli","Pembe rengi gibi değil daha yağ formda tadını pek beğenmedim ama işlevini yerine getiriyor çok fazla renk vermiyor | Çok renkli çok parlak, pek sevmedim | Ürün gelmedi iki renk sipariş vermiştim diğer renk gelmedi..",renk_pigment,negative
622034800,870669244,5,Aslında pembe yerine kahvesini söylemiştim ama yanlıs gönderilmiş. ama iadeyle ugrasmak istemediğim için önemsemedim,1773829098801,negative,0.9991921782493592,"['renk_pigment', 'nemlendirme']",negative,negative,,negative,,,,,,renk_pigment:negative; nemlendirme:negative,Aslında pembe yerine kahvesini söylemiştim ama yanlıs gönderilmiş. ama iadeyle ugrasmak istemediğim için önemsemedim,0,renk_pigment_negative_0,"kahvesini söylemiştim, aynisinin kahvesiginide, kahvesiginide almistim, yerine kahvesini, kahvesiginide",Aslında pembe yerine kahvesini söylemiştim ama yanlıs gönderilmiş. ama iadeyle ugrasmak istemediğim için önemsemedim | rengi falan guzel zaten aynisinin kahvesiginide almistim ama sanki bu urun kullanilmis yarisi bos geldi,renk_pigment,negative
628448413,870669244,5,Rengi tayı dokusu çok güzel ama paketleme kötü nedense,1775829550598,negative,0.9989715814590454,"['renk_pigment', 'yapı_doku', 'paketleme']",negative,negative,,,negative,negative,,,,renk_pigment:negative; yapı_doku:negative; paketleme:negative,Rengi tayı dokusu çok güzel ama paketleme kötü nedense,1,renk_pigment_negative_1,"sevmedim pigment, renklerini de, nedense renkli, diğer renklerini, renkli","Pembe rengi gibi değil daha yağ formda tadını pek beğenmedim ama işlevini yerine getiriyor çok fazla renk vermiyor | Çok renkli çok parlak, pek sevmedim | Ürün gelmedi iki renk sipariş vermiştim diğer renk gelmedi..",renk_pigment,negative
557271543,870669244,3,"Çok renkli çok parlak, pek sevmedim",1752686155577,negative,0.9996399879455566,"['renk_pigment', 'yapı_doku']",negative,negative,,,negative,,,,,renk_pigment:negative; yapı_doku:negative,"Çok renkli çok parlak, pek sevmedim",1,renk_pigment_negative_1,"sevmedim pigment, renklerini de, nedense renkli, diğer renklerini, renkli","Pembe rengi gibi değil daha yağ formda tadını pek beğenmedim ama işlevini yerine getiriyor çok fazla renk vermiyor | Çok renkli çok parlak, pek sevmedim | Ürün gelmedi iki renk sipariş vermiştim diğer renk gelmedi..",renk_pigment,negative
619898775,870669244,1,Siparişim yanlış gelmiş ben en çok kırmızısını merak ediyordum ama bana cherry yollanmış onun yerine etik olmayan bir hareket markanın kendisine bir hakaret olduğunu düşünüyorum,1773244653518,negative,0.999250829219818,"['renk_pigment', 'eksik_yanlış_ürün']",negative,negative,,,,,negative,,,renk_pigment:negative; eksik_yanlış_ürün:negative,Siparişim yanlış gelmiş ben en çok kırmızısını merak ediyordum ama bana cherry yollanmış onun yerine etik olmayan bir hareket markanın kendisine bir hakaret olduğunu düşünüyorum,2,renk_pigment_negative_2,"düşünüyorum kırmızıyı, kırmızısını merak, kırmızıyı pek, en kırmızısını, kırmızıyı",Kırmızıyı pek beğenmedim | Siparişim yanlış gelmiş ben en çok kırmızısını merak ediyordum ama bana cherry yollanmış onun yerine etik olmayan bir hareket markanın kendisine bir hakaret olduğunu düşünüyorum,renk_pigment,negative
626655074,870669244,2,beğenmedim pigment az ve cilek tadiyoo,1775244026646,negative,0.9995567202568054,['renk_pigment'],negative,negative,,,,,,,,renk_pigment:negative,beğenmedim pigment az ve cilek tadiyoo,1,renk_pigment_negative_1,"sevmedim pigment, renklerini de, nedense renkli, diğer renklerini, renkli","Pembe rengi gibi değil daha yağ formda tadını pek beğenmedim ama işlevini yerine getiriyor çok fazla renk vermiyor | Çok renkli çok parlak, pek sevmedim | Ürün gelmedi iki renk sipariş vermiştim diğer renk gelmedi..",renk_pigment,negative
582952333,870669244,3,Kırmızıyı pek beğenmedim,1762363888362,negative,0.9993430972099304,['renk_pigment'],negative,negative,,,,,,,,renk_pigment:negative,Kırmızıyı pek beğenmedim,2,renk_pigment_negative_2,"düşünüyorum kırmızıyı, kırmızısını merak, kırmızıyı pek, en kırmızısını, kırmızıyı",Kırmızıyı pek beğenmedim | Siparişim yanlış gelmiş ben en çok kırmızısını merak ediyordum ama bana cherry yollanmış onun yerine etik olmayan bir hareket markanın kendisine bir hakaret olduğunu düşünüyorum,renk_pigment,negative
604804158,870669244,5,pembesini beğenip aldım buda çok güzel,1768551665710,negative,0.7451233863830566,['renk_pigment'],positive,positive,,,,,,,,renk_pigment:positive,pembesini beğenip aldım buda çok güzel,1,renk_pigment_positive_1,"renklerinide almıştım, rengine bayıldım, rengide hoş, renklerini harika, baya rengine",Nemlendirmesi rengi çok güzel | rengi çok güzel | Rengi gayet güzel,renk_pigment,positive
604085945,870669244,4,Pigmentini düşük buldum ama kokusu tadı güzel,1768320252397,negative,0.992992639541626,"['renk_pigment', 'koku_tat']",positive,positive,positive,,,,,,,renk_pigment:positive; koku_tat:positive,Pigmentini düşük buldum ama kokusu tadı güzel,2,renk_pigment_positive_2,"rengine kokusuna, renkleri kokuları, parlaklığı kokusunu, görünümlü kokuları, kırmızılığı kokusuna",Çok tatlı rengi kokusu çok güzel | Çok güzel rengi ve kokusu var | Rengi ve kokusu güzel,renk_pigment,positive
604893322,870669244,5,Güzel pembesini kullanıyordum zaten,1768570989353,negative,0.9070831537246704,['renk_pigment'],positive,positive,,,,,,,,renk_pigment:positive,Güzel pembesini kullanıyordum zaten,0,renk_pigment_positive_0,"rengim yakışır, güzelll renginden, renklerini mürdüm, rengide koydum, renginden istedim","Nemlendirmesi iyi, uzun bir süre yenilemediğim halde dudağım nemli kaldı ancak eğer rengi için alıyorsanız çok da renk vermiyor haberiniz olsun. Hafif bir parlaklık veriyor. | Çok güzel ama aşırı renk vermesini beklemeyin biraz da yapışkan ama çok rahatsız etmiyor tadı çok güzel ben beğendim genel olarak | bu renk çok güzel bayıldım ruj gibi değil de parlatıcı gibi herkes bu ürünlerden bahsedince almayan ben kaldım diye deneyesi geliyor insanın ben de aldım denedim bayıldım özellikle bu renk. Niveanin böğürtlen renkli dudak balm ina benziyor renk olarak",renk_pigment,positive
591795403,870669244,5,rengi cok güzel kahverengi olanı almıştım rengini beğenmedim ama bu çok güzel.elimin üstünde kırmızı duruyor ama dudakta rengi çok guzel.,1764596330193,negative,0.9455183744430542,"['renk_pigment', 'nemlendirme']",positive,positive,,positive,,,,,,renk_pigment:positive; nemlendirme:positive,rengi cok güzel kahverengi olanı almıştım rengini beğenmedim ama bu çok güzel.elimin üstünde kırmızı duruyor ama dudakta rengi çok guzel.,0,renk_pigment_positive_0,"rengim yakışır, güzelll renginden, renklerini mürdüm, rengide koydum, renginden istedim","Nemlendirmesi iyi, uzun bir süre yenilemediğim halde dudağım nemli kaldı ancak eğer rengi için alıyorsanız çok da renk vermiyor haberiniz olsun. Hafif bir parlaklık veriyor. | Çok güzel ama aşırı renk vermesini beklemeyin biraz da yapışkan ama çok rahatsız etmiyor tadı çok güzel ben beğendim genel olarak | bu renk çok güzel bayıldım ruj gibi değil de parlatıcı gibi herkes bu ürünlerden bahsedince almayan ben kaldım diye deneyesi geliyor insanın ben de aldım denedim bayıldım özellikle bu renk. Niveanin böğürtlen renkli dudak balm ina benziyor renk olarak",renk_pigment,positive
603812811,870669244,5,Yapısı yoğun nemlendirmesi güzel kokusuna bayıldımm üst dudak kırmızısı alt dudak pembe olan ışıkta cam gibi parlıyor çok güzel,1768236125676,positive,0.5455043911933899,"['renk_pigment', 'koku_tat', 'nemlendirme', 'yapı_doku']",positive,positive,positive,positive,positive,,,,,renk_pigment:positive; koku_tat:positive; nemlendirme:positive; yapı_doku:positive,Yapısı yoğun nemlendirmesi güzel kokusuna bayıldımm üst dudak kırmızısı alt dudak pembe olan ışıkta cam gibi parlıyor çok güzel,2,renk_pigment_positive_2,"rengine kokusuna, renkleri kokuları, parlaklığı kokusunu, görünümlü kokuları, kırmızılığı kokusuna",Çok tatlı rengi kokusu çok güzel | Çok güzel rengi ve kokusu var | Rengi ve kokusu güzel,renk_pigment,positive
604404268,870669244,3,"En kırmızı olanını aldım, onun bile rengi yok, hafif bir pembelik sadece. Kıvamı çok güzel, yumuşak, tadı da güzel ama hem rengi yok hem de o kadarcık renk kalıcı değil. Öyle uzun süre kullanılacak bir ürüne de benzemiyor, bitince bir daha almam.",1768413499793,negative,0.999450147151947,"['renk_pigment', 'koku_tat', 'yapı_doku']",positive,positive,positive,,positive,,,,,renk_pigment:positive; koku_tat:positive; yapı_doku:positive,"En kırmızı olanını aldım, onun bile rengi yok, hafif bir pembelik sadece. Kıvamı çok güzel, yumuşak, tadı da güzel ama hem rengi yok hem de o kadarcık renk kalıcı değil. Öyle uzun süre kullanılacak bir ürüne de benzemiyor, bitince bir daha almam.",0,renk_pigment_positive_0,"rengim yakışır, güzelll renginden, renklerini mürdüm, rengide koydum, renginden istedim","Nemlendirmesi iyi, uzun bir süre yenilemediğim halde dudağım nemli kaldı ancak eğer rengi için alıyorsanız çok da renk vermiyor haberiniz olsun. Hafif bir parlaklık veriyor. | Çok güzel ama aşırı renk vermesini beklemeyin biraz da yapışkan ama çok rahatsız etmiyor tadı çok güzel ben beğendim genel olarak | bu renk çok güzel bayıldım ruj gibi değil de parlatıcı gibi herkes bu ürünlerden bahsedince almayan ben kaldım diye deneyesi geliyor insanın ben de aldım denedim bayıldım özellikle bu renk. Niveanin böğürtlen renkli dudak balm ina benziyor renk olarak",renk_pigment,positive
606261305,870669244,4,Ürünün rengi ve nemlendirmesi iyi beğendim.,1768989686836,negative,0.9748786091804504,"['renk_pigment', 'nemlendirme']",positive,positive,,positive,,,,,,renk_pigment:positive; nemlendirme:positive,Ürünün rengi ve nemlendirmesi iyi beğendim.,1,renk_pigment_positive_1,"renklerinide almıştım, rengine bayıldım, rengide hoş, renklerini harika, baya rengine",Nemlendirmesi rengi çok güzel | rengi çok güzel | Rengi gayet güzel,renk_pigment,positive
605968656,870669244,5,Beğendim çok renk vermiyor ama nemlendirmesi parlatması çok güzel,1768905738494,negative,0.9915156364440918,"['renk_pigment', 'nemlendirme', 'yapı_doku']",positive,positive,,positive,positive,,,,,renk_pigment:positive; nemlendirme:positive; yapı_doku:positive,Beğendim çok renk vermiyor ama nemlendirmesi parlatması çok güzel,0,renk_pigment_positive_0,"rengim yakışır, güzelll renginden, renklerini mürdüm, rengide koydum, renginden istedim","Nemlendirmesi iyi, uzun bir süre yenilemediğim halde dudağım nemli kaldı ancak eğer rengi için alıyorsanız çok da renk vermiyor haberiniz olsun. Hafif bir parlaklık veriyor. | Çok güzel ama aşırı renk vermesini beklemeyin biraz da yapışkan ama çok rahatsız etmiyor tadı çok güzel ben beğendim genel olarak | bu renk çok güzel bayıldım ruj gibi değil de parlatıcı gibi herkes bu ürünlerden bahsedince almayan ben kaldım diye deneyesi geliyor insanın ben de aldım denedim bayıldım özellikle bu renk. Niveanin böğürtlen renkli dudak balm ina benziyor renk olarak",renk_pigment,positive
604278027,870669244,4,Ürün gayet güzel hafif bi renk veriyor günlük kullanıma uygun,1768387265647,negative,0.987466275691986,"['renk_pigment', 'fiyat_performans']",positive,positive,,,,,,positive,,renk_pigment:positive; fiyat_performans:positive,Ürün gayet güzel hafif bi renk veriyor günlük kullanıma uygun,1,renk_pigment_positive_1,"renklerinide almıştım, rengine bayıldım, rengide hoş, renklerini harika, baya rengine",Nemlendirmesi rengi çok güzel | rengi çok güzel | Rengi gayet güzel,renk_pigment,positive
604018480,870669244,5,Çok güzel bir ürün her rengi alınmalı tadı çilekli sanki çilekli danone yiyomuşsunuz gibi akma dağılma yağlanma yapmıyo yapış yapışlık bırakmıyo kurutmuyo ve inanılmaz bi renk veriyo çok güzel bir ürün,1768305096482,positive,0.9946117401123048,"['renk_pigment', 'koku_tat', 'nemlendirme', 'yapı_doku']",positive,positive,positive,positive,positive,,,,,renk_pigment:positive; koku_tat:positive; nemlendirme:positive; yapı_doku:positive,Çok güzel bir ürün her rengi alınmalı tadı çilekli sanki çilekli danone yiyomuşsunuz gibi akma dağılma yağlanma yapmıyo yapış yapışlık bırakmıyo kurutmuyo ve inanılmaz bi renk veriyo çok güzel bir ürün,2,renk_pigment_positive_2,"rengine kokusuna, renkleri kokuları, parlaklığı kokusunu, görünümlü kokuları, kırmızılığı kokusuna",Çok tatlı rengi kokusu çok güzel | Çok güzel rengi ve kokusu var | Rengi ve kokusu güzel,renk_pigment,positive
605827233,870669244,5,Harika nemlendiriyor ve renk veriyor,1768852720350,positive,0.9848850965499878,"['renk_pigment', 'nemlendirme']",positive,positive,,positive,,,,,,renk_pigment:positive; nemlendirme:positive,Harika nemlendiriyor ve renk veriyor,1,renk_pigment_positive_1,"renklerinide almıştım, rengine bayıldım, rengide hoş, renklerini harika, baya rengine",Nemlendirmesi rengi çok güzel | rengi çok güzel | Rengi gayet güzel,renk_pigment,positive
481580959,870669244,5,Her rengi ayrı güzellll favori gloslarımdan birtanesi 👉🏽👈🏽🫶🏽,1742474392979,positive,0.9974349141120912,['renk_pigment'],positive,positive,,,,,,,,renk_pigment:positive,Her rengi ayrı güzellll favori gloslarımdan birtanesi 👉🏽👈🏽🫶🏽,0,renk_pigment_positive_0,"rengim yakışır, güzelll renginden, renklerini mürdüm, rengide koydum, renginden istedim","Nemlendirmesi iyi, uzun bir süre yenilemediğim halde dudağım nemli kaldı ancak eğer rengi için alıyorsanız çok da renk vermiyor haberiniz olsun. Hafif bir parlaklık veriyor. | Çok güzel ama aşırı renk vermesini beklemeyin biraz da yapışkan ama çok rahatsız etmiyor tadı çok güzel ben beğendim genel olarak | bu renk çok güzel bayıldım ruj gibi değil de parlatıcı gibi herkes bu ürünlerden bahsedince almayan ben kaldım diye deneyesi geliyor insanın ben de aldım denedim bayıldım özellikle bu renk. Niveanin böğürtlen renkli dudak balm ina benziyor renk olarak",renk_pigment,positive
563877210,870669244,5,aşırı iyi çok güzel nemlendiriyor rengi de harika bu fiyata bu kadar iyi beklemiyordum,1755441254203,positive,0.9519376754760742,"['renk_pigment', 'nemlendirme', 'fiyat_performans']",positive,positive,,positive,,,,positive,,renk_pigment:positive; nemlendirme:positive; fiyat_performans:positive,aşırı iyi çok güzel nemlendiriyor rengi de harika bu fiyata bu kadar iyi beklemiyordum,0,renk_pigment_positive_0,"rengim yakışır, güzelll renginden, renklerini mürdüm, rengide koydum, renginden istedim","Nemlendirmesi iyi, uzun bir süre yenilemediğim halde dudağım nemli kaldı ancak eğer rengi için alıyorsanız çok da renk vermiyor haberiniz olsun. Hafif bir parlaklık veriyor. | Çok güzel ama aşırı renk vermesini beklemeyin biraz da yapışkan ama çok rahatsız etmiyor tadı çok güzel ben beğendim genel olarak | bu renk çok güzel bayıldım ruj gibi değil de parlatıcı gibi herkes bu ürünlerden bahsedince almayan ben kaldım diye deneyesi geliyor insanın ben de aldım denedim bayıldım özellikle bu renk. Niveanin böğürtlen renkli dudak balm ina benziyor renk olarak",renk_pigment,positive
544422599,870669244,5,müthiş rengi efsane,1747774105713,positive,0.9966070652008056,['renk_pigment'],positive,positive,,,,,,,,renk_pigment:positive,müthiş rengi efsane,1,renk_pigment_positive_1,"renklerinide almıştım, rengine bayıldım, rengide hoş, renklerini harika, baya rengine",Nemlendirmesi rengi çok güzel | rengi çok güzel | Rengi gayet güzel,renk_pigment,positive
578520928,870669244,5,Çok güzel rengi,1760807007446,positive,0.9759312272071838,['renk_pigment'],positive,positive,,,,,,,,renk_pigment:positive,Çok güzel rengi,1,renk_pigment_positive_1,"renklerinide almıştım, rengine bayıldım, rengide hoş, renklerini harika, baya rengine",Nemlendirmesi rengi çok güzel | rengi çok güzel | Rengi gayet güzel,renk_pigment,positive
474218583,870669244,5,"bir süredir kullanıyorum, renk vermesi başarılı uzun süre nemli tuttu dudaklarımı",1740073889497,positive,0.9181216955184937,"['renk_pigment', 'nemlendirme']",positive,positive,,positive,,,,,,renk_pigment:positive; nemlendirme:positive,"bir süredir kullanıyorum, renk vermesi başarılı uzun süre nemli tuttu dudaklarımı",0,renk_pigment_positive_0,"rengim yakışır, güzelll renginden, renklerini mürdüm, rengide koydum, renginden istedim","Nemlendirmesi iyi, uzun bir süre yenilemediğim halde dudağım nemli kaldı ancak eğer rengi için alıyorsanız çok da renk vermiyor haberiniz olsun. Hafif bir parlaklık veriyor. | Çok güzel ama aşırı renk vermesini beklemeyin biraz da yapışkan ama çok rahatsız etmiyor tadı çok güzel ben beğendim genel olarak | bu renk çok güzel bayıldım ruj gibi değil de parlatıcı gibi herkes bu ürünlerden bahsedince almayan ben kaldım diye deneyesi geliyor insanın ben de aldım denedim bayıldım özellikle bu renk. Niveanin böğürtlen renkli dudak balm ina benziyor renk olarak",renk_pigment,positive
564288006,870669244,5,çok begendim ürünü kokusu (tadı 🤭) harika cok güzel dogal.bir renk veriyor dudaklarimin kendi rengiymis gibi duruyor ve uzun süre nemli tutuyor,1755613270998,positive,0.9861775636672974,"['renk_pigment', 'koku_tat', 'nemlendirme']",positive,positive,positive,positive,,,,,,renk_pigment:positive; koku_tat:positive; nemlendirme:positive,çok begendim ürünü kokusu (tadı 🤭) harika cok güzel dogal.bir renk veriyor dudaklarimin kendi rengiymis gibi duruyor ve uzun süre nemli tutuyor,2,renk_pigment_positive_2,"rengine kokusuna, renkleri kokuları, parlaklığı kokusunu, görünümlü kokuları, kırmızılığı kokusuna",Çok tatlı rengi kokusu çok güzel | Çok güzel rengi ve kokusu var | Rengi ve kokusu güzel,renk_pigment,positive
599219127,870669244,5,Bütün renklerini aldım diyebilirim sürümü çok güzel özellikle bunun kokusu çok tatlı,1766687927221,positive,0.914046049118042,"['renk_pigment', 'koku_tat']",positive,positive,positive,,,,,,,renk_pigment:positive; koku_tat:positive,Bütün renklerini aldım diyebilirim sürümü çok güzel özellikle bunun kokusu çok tatlı,2,renk_pigment_positive_2,"rengine kokusuna, renkleri kokuları, parlaklığı kokusunu, görünümlü kokuları, kırmızılığı kokusuna",Çok tatlı rengi kokusu çok güzel | Çok güzel rengi ve kokusu var | Rengi ve kokusu güzel,renk_pigment,positive
453845692,870669244,5,"ahhhh şu ürün 🫠🫠🫠❤️ @magazinekusu tavsiyesi üzerine aldım gerçekten dudaklarım bu kadar güzel ve özel hissetmemişti kendini 🤣 sürdüğün an havan değişiyor çağrıdayken kendimi izliyorum 🤣 kahve rengi olanda kahve krizi gelip yapma fırsatım olmayınca sürüyorum bir süre kahve isteğimi kesiyor 😀 stokladım, alın aldırın 🥰 testerler için teşekkürleeeer 🫶",1734715749398,positive,0.9865992069244384,"['renk_pigment', 'nemlendirme', 'eksik_yanlış_ürün']",positive,positive,,positive,,,positive,,,renk_pigment:positive; nemlendirme:positive; eksik_yanlış_ürün:positive,"ahhhh şu ürün 🫠🫠🫠❤️ @magazinekusu tavsiyesi üzerine aldım gerçekten dudaklarım bu kadar güzel ve özel hissetmemişti kendini 🤣 sürdüğün an havan değişiyor çağrıdayken kendimi izliyorum 🤣 kahve rengi olanda kahve krizi gelip yapma fırsatım olmayınca sürüyorum bir süre kahve isteğimi kesiyor 😀 stokladım, alın aldırın 🥰 testerler için teşekkürleeeer 🫶",0,renk_pigment_positive_0,"rengim yakışır, güzelll renginden, renklerini mürdüm, rengide koydum, renginden istedim","Nemlendirmesi iyi, uzun bir süre yenilemediğim halde dudağım nemli kaldı ancak eğer rengi için alıyorsanız çok da renk vermiyor haberiniz olsun. Hafif bir parlaklık veriyor. | Çok güzel ama aşırı renk vermesini beklemeyin biraz da yapışkan ama çok rahatsız etmiyor tadı çok güzel ben beğendim genel olarak | bu renk çok güzel bayıldım ruj gibi değil de parlatıcı gibi herkes bu ürünlerden bahsedince almayan ben kaldım diye deneyesi geliyor insanın ben de aldım denedim bayıldım özellikle bu renk. Niveanin böğürtlen renkli dudak balm ina benziyor renk olarak",renk_pigment,positive
517804108,870669244,4,Rengi dudakta duruşu çok tatlı 🩷,1746693555281,positive,0.9323607087135316,"['renk_pigment', 'koku_tat', 'nemlendirme']",positive,positive,positive,positive,,,,,,renk_pigment:positive; koku_tat:positive; nemlendirme:positive,Rengi dudakta duruşu çok tatlı 🩷,0,renk_pigment_positive_0,"rengim yakışır, güzelll renginden, renklerini mürdüm, rengide koydum, renginden istedim","Nemlendirmesi iyi, uzun bir süre yenilemediğim halde dudağım nemli kaldı ancak eğer rengi için alıyorsanız çok da renk vermiyor haberiniz olsun. Hafif bir parlaklık veriyor. | Çok güzel ama aşırı renk vermesini beklemeyin biraz da yapışkan ama çok rahatsız etmiyor tadı çok güzel ben beğendim genel olarak | bu renk çok güzel bayıldım ruj gibi değil de parlatıcı gibi herkes bu ürünlerden bahsedince almayan ben kaldım diye deneyesi geliyor insanın ben de aldım denedim bayıldım özellikle bu renk. Niveanin böğürtlen renkli dudak balm ina benziyor renk olarak",renk_pigment,positive
483246766,870669244,5,Böyle bir güzellik yok hem renk veriyor hem nemlendiriyor bayıldım 3 rengini de aldım severek kullanıyorum. Aplikatörü de süper dudaklarımı rahatlatıyor.,1742965340355,positive,0.975343644618988,"['renk_pigment', 'nemlendirme']",positive,positive,,positive,,,,,,renk_pigment:positive; nemlendirme:positive,Böyle bir güzellik yok hem renk veriyor hem nemlendiriyor bayıldım 3 rengini de aldım severek kullanıyorum. Aplikatörü de süper dudaklarımı rahatlatıyor.,0,renk_pigment_positive_0,"rengim yakışır, güzelll renginden, renklerini mürdüm, rengide koydum, renginden istedim","Nemlendirmesi iyi, uzun bir süre yenilemediğim halde dudağım nemli kaldı ancak eğer rengi için alıyorsanız çok da renk vermiyor haberiniz olsun. Hafif bir parlaklık veriyor. | Çok güzel ama aşırı renk vermesini beklemeyin biraz da yapışkan ama çok rahatsız etmiyor tadı çok güzel ben beğendim genel olarak | bu renk çok güzel bayıldım ruj gibi değil de parlatıcı gibi herkes bu ürünlerden bahsedince almayan ben kaldım diye deneyesi geliyor insanın ben de aldım denedim bayıldım özellikle bu renk. Niveanin böğürtlen renkli dudak balm ina benziyor renk olarak",renk_pigment,positive
